DRIVER_ID,CONSTRUCTOR_ID,QUALY_PERFORMANCE,CT_QUALY_PERFORMANCE,GRID,AFINIDAD_QUALY_3,CIRCUIT_NAME,GP_DATE,TARGET
825,210,11,22,16,0.0,Silverstone Circuit,2019-07-14,0
20,6,120,246,20,5.666666666666667,Hockenheimring,2019-07-28,0
840,211,0,7,15,0.0,Hockenheimring,2019-07-28,0
848,5,22,8,16,0.0,Hockenheimring,2019-07-28,0
154,210,11,22,6,0.0,Hockenheimring,2019-07-28,6
825,210,11,22,12,0.0,Hockenheimring,2019-07-28,0
1,131,158,294,1,4.714285714285714,Hockenheimring,2019-07-28,1
847,3,0,0,17,0.0,Hockenheimring,2019-07-28,0
8,51,12,14,5,5.2,Hockenheimring,2019-07-28,5
841,51,2,14,11,0.0,Hockenheimring,2019-07-28,0
842,9,27,153,4,7.0,Hockenheimring,2019-07-28,4
807,4,10,29,9,3.0,Hockenheimring,2019-07-28,0
846,1,23,46,19,0.0,Hockenheimring,2019-07-28,0
817,4,19,29,13,4.333333333333333,Hockenheimring,2019-07-28,0
1,131,158,294,3,7.823529411764706,Hungaroring,2019-08-04,3
830,9,107,153,1,5.625,Hungaroring,2019-08-04,1
844,6,126,246,4,5.0,Hungaroring,2019-08-04,4
842,9,27,153,6,3.0,Hungaroring,2019-08-04,6
822,131,136,294,2,6.571428571428571,Hungaroring,2019-08-04,2
846,1,23,46,7,6.0,Hungaroring,2019-08-04,7
848,5,22,8,12,0.0,Hungaroring,2019-08-04,0
815,211,7,7,16,2.3333333333333335,Hungaroring,2019-08-04,0
807,4,10,29,11,0.0,Hungaroring,2019-08-04,0
825,210,11,22,14,0.0,Hungaroring,2019-08-04,0
817,4,19,29,20,4.666666666666667,Hungaroring,2019-08-04,0
847,3,0,0,15,6.5,Hungaroring,2019-08-04,0
841,51,2,14,17,0.0,Hungaroring,2019-08-04,0
9,3,0,0,19,4.5,Hungaroring,2019-08-04,0
154,210,11,22,9,13.0,Hungaroring,2019-08-04,0
844,6,126,246,1,6.0,Circuit de Spa-Francorchamps,2019-09-01,1
822,131,136,294,4,4.285714285714286,Circuit de Spa-Francorchamps,2019-09-01,4
20,6,120,246,2,6.363636363636363,Circuit de Spa-Francorchamps,2019-09-01,2
848,9,22,153,17,2.5,Circuit de Spa-Francorchamps,2019-09-01,0
815,211,7,7,7,3.8333333333333335,Circuit de Spa-Francorchamps,2019-09-01,7
826,5,5,8,19,0.0,Circuit de Spa-Francorchamps,2019-09-01,0
807,4,10,29,12,2.0,Circuit de Spa-Francorchamps,2019-09-01,0
842,5,27,8,13,0.0,Circuit de Spa-Francorchamps,2019-09-01,0
846,1,23,46,11,1.0,Circuit de Spa-Francorchamps,2019-09-01,0
825,210,11,22,8,0.0,Circuit de Spa-Francorchamps,2019-09-01,8
154,210,11,22,9,3.0,Circuit de Spa-Francorchamps,2019-09-01,0
817,4,19,29,10,5.333333333333333,Circuit de Spa-Francorchamps,2019-09-01,0
8,51,12,14,6,6.076923076923077,Circuit de Spa-Francorchamps,2019-09-01,6
841,51,2,14,18,0.0,Circuit de Spa-Francorchamps,2019-09-01,0
830,9,107,153,5,5.5,Circuit de Spa-Francorchamps,2019-09-01,5
822,131,136,294,3,5.0,Autodromo Nazionale di Monza,2019-09-08,3
1,131,158,294,2,6.647058823529412,Autodromo Nazionale di Monza,2019-09-08,2
817,4,19,29,5,3.0,Autodromo Nazionale di Monza,2019-09-08,5
807,4,10,29,6,0.0,Autodromo Nazionale di Monza,2019-09-08,6
848,9,22,153,8,0.5,Autodromo Nazionale di Monza,2019-09-08,8
815,211,7,7,18,2.5,Autodromo Nazionale di Monza,2019-09-08,0
830,9,107,153,19,4.125,Autodromo Nazionale di Monza,2019-09-08,0
846,1,23,46,16,4.5,Autodromo Nazionale di Monza,2019-09-08,0
840,211,0,7,9,0.5,Autodromo Nazionale di Monza,2019-09-08,0
20,6,120,246,4,5.909090909090909,Autodromo Nazionale di Monza,2019-09-08,4
847,3,0,0,14,9.0,Autodromo Nazionale di Monza,2019-09-08,0
154,210,11,22,13,0.0,Autodromo Nazionale di Monza,2019-09-08,0
9,3,0,0,15,1.5,Autodromo Nazionale di Monza,2019-09-08,0
825,210,11,22,11,0.0,Autodromo Nazionale di Monza,2019-09-08,0
832,1,23,46,7,6.0,Autodromo Nazionale di Monza,2019-09-08,7
20,6,120,246,3,7.818181818181818,Marina Bay Street Circuit,2019-09-22,3
830,9,107,153,4,6.166666666666667,Marina Bay Street Circuit,2019-09-22,4
1,131,158,294,2,7.785714285714286,Marina Bay Street Circuit,2019-09-22,2
848,9,22,153,6,3.0,Marina Bay Street Circuit,2019-09-22,6
846,1,23,46,9,5.0,Marina Bay Street Circuit,2019-09-22,0
842,5,27,8,11,0.0,Marina Bay Street Circuit,2019-09-22,0
841,51,2,14,10,0.0,Marina Bay Street Circuit,2019-09-22,0
154,210,11,22,17,7.0,Marina Bay Street Circuit,2019-09-22,0
832,1,23,46,7,6.0,Marina Bay Street Circuit,2019-09-22,7
840,211,0,7,16,0.0,Marina Bay Street Circuit,2019-09-22,0
826,5,5,8,14,10.0,Marina Bay Street Circuit,2019-09-22,0
9,3,0,0,19,7.0,Marina Bay Street Circuit,2019-09-22,0
825,210,11,22,13,0.0,Marina Bay Street Circuit,2019-09-22,0
815,211,7,7,15,1.75,Marina Bay Street Circuit,2019-09-22,0
847,3,0,0,18,5.0,Marina Bay Street Circuit,2019-09-22,0
1,131,158,294,2,6.125,Sochi Autodrom,2019-09-29,2
844,6,126,246,1,5.5,Sochi Autodrom,2019-09-29,1
830,9,107,153,9,2.4,Sochi Autodrom,2019-09-29,0
832,1,23,46,5,6.25,Sochi Autodrom,2019-09-29,5
815,211,7,7,11,3.75,Sochi Autodrom,2019-09-29,0
846,1,23,46,7,7.333333333333333,Sochi Autodrom,2019-09-29,7
825,210,11,22,13,0.0,Sochi Autodrom,2019-09-29,0
840,211,0,7,14,0.0,Sochi Autodrom,2019-09-29,0
826,5,5,8,19,1.0,Sochi Autodrom,2019-09-29,0
842,5,27,8,16,0.0,Sochi Autodrom,2019-09-29,0
9,3,0,0,18,0.0,Sochi Autodrom,2019-09-29,0
20,6,120,246,3,6.0,Sochi Autodrom,2019-09-29,3
154,210,11,22,8,0.0,Sochi Autodrom,2019-09-29,8
822,131,136,294,3,6.8,Suzuka Circuit,2019-10-13,3
839,214,19,34,12,1.0,Yas Marina Circuit,2023-11-26,0
842,214,15,34,10,0.0,Yas Marina Circuit,2023-11-26,0
848,3,14,17,14,5.0,Yas Marina Circuit,2023-11-26,0
807,210,8,17,8,2.0,Yas Marina Circuit,2023-11-26,8
858,3,3,17,20,0.0,Yas Marina Circuit,2023-11-26,0
855,51,4,8,19,0.0,Yas Marina Circuit,2023-11-26,0
832,6,94,202,16,3.3333333333333335,Yas Marina Circuit,2023-11-26,0
822,51,4,8,18,5.428571428571429,Yas Marina Circuit,2023-11-26,0
825,210,9,17,17,0.0,Yas Marina Circuit,2023-11-26,0
10,7,8,48,10,0.0,Circuit de Monaco,2008-05-25,0
14,9,3,32,15,8.0,Circuit de Monaco,2008-05-25,0
9,2,70,92,2,6.0,Circuit Gilles Villeneuve,2008-06-08,2
15,7,40,48,14,2.75,Circuit Gilles Villeneuve,2008-06-08,0
18,11,0,0,20,3.142857142857143,Circuit Gilles Villeneuve,2008-06-08,0
6,3,0,15,12,0.0,Circuit Gilles Villeneuve,2008-06-08,0
8,6,102,227,3,4.071428571428571,Circuit Gilles Villeneuve,2008-06-08,3
15,7,40,48,4,6.75,Circuit de Nevers Magny-Cours,2008-06-22,4
9,2,70,92,5,6.0,Circuit de Nevers Magny-Cours,2008-06-22,5
1,1,118,207,13,3.5,Circuit de Nevers Magny-Cours,2008-06-22,0
10,7,8,48,8,0.0,Circuit de Nevers Magny-Cours,2008-06-22,8
2,2,22,92,5,1.6666666666666667,Silverstone Circuit,2008-07-06,5
15,7,40,48,14,8.25,Silverstone Circuit,2008-07-06,0
10,7,8,48,12,0.0,Silverstone Circuit,2008-07-06,0
9,2,70,92,10,2.5,Silverstone Circuit,2008-07-06,0
14,9,3,32,11,4.7,Silverstone Circuit,2008-07-06,0
13,6,125,227,2,6.6,Hockenheimring,2008-07-20,2
9,2,70,92,7,2.0,Hockenheimring,2008-07-20,7
15,7,40,48,4,3.75,Hockenheimring,2008-07-20,4
7,5,6,28,15,0.0,Hockenheimring,2008-07-20,0
17,9,29,32,8,3.0,Hockenheimring,2008-07-20,8
10,7,8,48,5,0.0,Hungaroring,2008-08-03,5
4,4,51,53,7,5.384615384615385,Hungaroring,2008-08-03,7
17,9,29,32,8,3.6,Hungaroring,2008-08-03,8
2,2,22,92,15,5.0,Hungaroring,2008-08-03,0
3,3,15,15,14,7.0,Hungaroring,2008-08-03,0
13,6,125,227,3,3.9,Hungaroring,2008-08-03,3
1,1,118,207,2,10.0,Valencia Street Circuit,2008-08-24,2
15,7,40,48,7,0.0,Valencia Street Circuit,2008-08-24,7
2,2,22,92,8,1.0,Valencia Street Circuit,2008-08-24,8
17,9,29,32,14,3.5,Valencia Street Circuit,2008-08-24,0
6,3,0,15,11,0.0,Valencia Street Circuit,2008-08-24,0
16,10,0,0,20,0.0,Valencia Street Circuit,2008-08-24,0
4,4,104,175,1,6.461538461538462,Circuit de Barcelona-Catalunya,2006-05-14,1
8,1,80,113,9,5.4,Circuit de Barcelona-Catalunya,2006-05-14,0
2,2,13,20,10,0.6666666666666666,Circuit de Barcelona-Catalunya,2006-05-14,0
26,5,0,0,16,0.0,Circuit de Barcelona-Catalunya,2006-05-14,0
14,9,2,4,7,8.0,Circuit de Monaco,2006-05-28,7
22,11,51,109,5,4.333333333333333,Circuit de Monaco,2006-05-28,5
21,4,71,175,9,4.25,Circuit de Monaco,2006-05-28,0
35,2,3,20,14,1.5,Circuit de Monaco,2006-05-28,0
3,3,10,31,8,7.333333333333333,Circuit de Monaco,2006-05-28,8
8,1,80,113,3,6.2,Circuit de Monaco,2006-05-28,3
30,6,99,193,3,5.9411764705882355,Silverstone Circuit,2006-06-11,3
13,6,94,193,4,3.7,Silverstone Circuit,2006-06-11,4
35,2,3,20,10,6.25,Silverstone Circuit,2006-06-11,0
14,9,2,4,11,4.7,Silverstone Circuit,2006-06-11,0
33,13,0,0,16,0.0,Silverstone Circuit,2006-06-11,0
8,1,80,113,3,4.071428571428571,Circuit Gilles Villeneuve,2006-06-25,3
21,4,71,175,2,3.0,Circuit Gilles Villeneuve,2006-06-25,2
2,2,13,20,13,3.3333333333333335,Circuit Gilles Villeneuve,2006-06-25,0
32,9,2,4,12,0.0,Circuit Gilles Villeneuve,2006-06-25,0
24,5,0,0,15,0.0,Circuit Gilles Villeneuve,2006-06-25,0
35,2,3,20,11,5.75,Circuit Gilles Villeneuve,2006-06-25,0
13,6,94,193,2,9.0,Indianapolis Motor Speedway,2006-07-02,2
14,9,2,4,17,5.75,Indianapolis Motor Speedway,2006-07-02,0
17,3,21,31,12,0.0,Indianapolis Motor Speedway,2006-07-02,0
30,6,99,193,1,7.533333333333333,Circuit de Nevers Magny-Cours,2006-07-16,1
8,1,80,113,6,4.857142857142857,Circuit de Nevers Magny-Cours,2006-07-16,6
21,4,71,175,7,3.25,Circuit de Nevers Magny-Cours,2006-07-16,7
9,2,4,20,12,0.0,Suzuka Circuit,2006-10-08,0
26,5,0,0,19,0.0,Suzuka Circuit,2006-10-08,0
30,6,99,193,2,6.555555555555555,Suzuka Circuit,2006-10-08,2
18,11,58,109,14,3.5,AutÃ³dromo JosÃ© Carlos Pace,2006-10-22,0
9,2,4,20,9,1.0,AutÃ³dromo JosÃ© Carlos Pace,2006-10-22,0
24,5,0,0,15,0.0,AutÃ³dromo JosÃ© Carlos Pace,2006-10-22,0
2,2,13,20,8,1.3333333333333333,AutÃ³dromo JosÃ© Carlos Pace,2006-10-22,8
22,6,17,70,11,5.777777777777778,Albert Park Grand Prix Circuit,2005-03-06,0
8,1,94,159,10,4.0,Albert Park Grand Prix Circuit,2005-03-06,0
18,16,67,91,8,7.125,Albert Park Grand Prix Circuit,2005-03-06,8
2,3,26,73,7,4.666666666666667,Albert Park Grand Prix Circuit,2005-03-06,7
13,15,4,11,14,3.5,Sepang International Circuit,2005-03-20,0
33,17,0,0,18,0.0,Sepang International Circuit,2005-03-20,0
35,15,7,11,16,6.0,Sepang International Circuit,2005-03-20,0
8,1,94,159,9,4.333333333333333,Bahrain International Circuit,2005-04-03,0
33,17,0,0,16,0.0,Bahrain International Circuit,2005-04-03,0
30,6,53,70,2,8.75,Bahrain International Circuit,2005-04-03,2
4,4,122,196,2,3.2,Autodromo Enzo e Dino Ferrari,2005-04-24,2
1,131,153,260,2,5.882352941176471,Bahrain International Circuit,2021-03-28,2
830,9,170,238,1,6.666666666666667,Bahrain International Circuit,2021-03-28,1
822,131,107,260,3,7.0,Bahrain International Circuit,2021-03-28,3
846,1,69,102,7,1.0,Bahrain International Circuit,2021-03-28,7
844,6,77,133,4,9.6,Bahrain International Circuit,2021-03-28,4
817,1,33,102,6,4.833333333333333,Bahrain International Circuit,2021-03-28,6
832,6,56,133,8,3.625,Bahrain International Circuit,2021-03-28,8
852,213,7,67,13,0.0,Bahrain International Circuit,2021-03-28,0
840,117,3,9,10,0.6666666666666666,Bahrain International Circuit,2021-03-28,0
8,51,0,4,14,4.333333333333333,Bahrain International Circuit,2021-03-28,0
841,51,4,4,12,0.0,Bahrain International Circuit,2021-03-28,0
839,214,11,28,16,0.0,Bahrain International Circuit,2021-03-28,0
847,3,15,15,15,5.75,Bahrain International Circuit,2021-03-28,0
20,117,6,9,20,8.1,Bahrain International Circuit,2021-03-28,0
854,210,0,0,18,0.0,Bahrain International Circuit,2021-03-28,0
842,213,60,67,5,0.0,Bahrain International Circuit,2021-03-28,5
849,3,0,15,17,0.0,Bahrain International Circuit,2021-03-28,0
4,214,17,28,9,4.2727272727272725,Bahrain International Circuit,2021-03-28,0
853,210,0,0,19,0.0,Bahrain International Circuit,2021-03-28,0
830,9,170,238,3,8.5,Autodromo Enzo e Dino Ferrari,2021-04-18,3
1,131,153,260,1,4.5,Autodromo Enzo e Dino Ferrari,2021-04-18,1
846,1,69,102,7,5.0,Autodromo Enzo e Dino Ferrari,2021-04-18,7
844,6,77,133,4,8.333333333333334,Autodromo Enzo e Dino Ferrari,2021-04-18,4
832,6,56,133,11,3.5,Autodromo Enzo e Dino Ferrari,2021-04-18,0
817,1,33,102,6,6.0,Autodromo Enzo e Dino Ferrari,2021-04-18,6
842,213,60,67,5,0.0,Autodromo Enzo e Dino Ferrari,2021-04-18,5
840,117,3,9,10,0.0,Autodromo Enzo e Dino Ferrari,2021-04-18,0
839,214,11,28,9,0.0,Autodromo Enzo e Dino Ferrari,2021-04-18,0
4,214,17,28,15,3.2,Autodromo Enzo e Dino Ferrari,2021-04-18,0
815,9,68,238,2,4.0,Autodromo Enzo e Dino Ferrari,2021-04-18,2
852,213,7,67,20,0.0,Autodromo Enzo e Dino Ferrari,2021-04-18,0
8,51,0,4,16,4.0,Autodromo Enzo e Dino Ferrari,2021-04-18,0
841,51,4,4,17,0.0,Autodromo Enzo e Dino Ferrari,2021-04-18,0
854,210,0,0,18,0.0,Autodromo Enzo e Dino Ferrari,2021-04-18,0
853,210,0,0,19,0.0,Autodromo Enzo e Dino Ferrari,2021-04-18,0
822,131,107,260,8,5.0,Autodromo Enzo e Dino Ferrari,2021-04-18,8
847,3,15,15,12,3.0,Autodromo Enzo e Dino Ferrari,2021-04-18,0
849,3,0,15,14,0.0,Autodromo Enzo e Dino Ferrari,2021-04-18,0
1,131,153,260,2,8.0,AutÃ³dromo Internacional do Algarve,2021-05-02,2
830,9,170,238,3,8.0,AutÃ³dromo Internacional do Algarve,2021-05-02,3
822,131,107,260,1,8.0,AutÃ³dromo Internacional do Algarve,2021-05-02,1
815,9,68,238,4,6.0,AutÃ³dromo Internacional do Algarve,2021-05-02,4
846,1,69,102,7,3.0,AutÃ³dromo Internacional do Algarve,2021-05-02,7
844,6,77,133,8,1.0,AutÃ³dromo Internacional do Algarve,2021-05-02,8
839,214,11,28,6,0.0,AutÃ³dromo Internacional do Algarve,2021-05-02,6
4,214,17,28,13,0.0,AutÃ³dromo Internacional do Algarve,2021-05-02,0
817,1,33,102,16,0.0,AutÃ³dromo Internacional do Algarve,2021-05-02,0
842,213,60,67,9,0.0,AutÃ³dromo Internacional do Algarve,2021-05-02,0
832,6,56,133,5,4.5,AutÃ³dromo Internacional do Algarve,2021-05-02,5
841,51,4,4,12,0.0,AutÃ³dromo Internacional do Algarve,2021-05-02,0
20,117,6,9,10,0.0,AutÃ³dromo Internacional do Algarve,2021-05-02,0
840,117,3,9,17,0.0,AutÃ³dromo Internacional do Algarve,2021-05-02,0
852,213,7,67,14,0.0,AutÃ³dromo Internacional do Algarve,2021-05-02,0
847,3,15,15,11,0.0,AutÃ³dromo Internacional do Algarve,2021-05-02,0
854,210,0,0,19,0.0,AutÃ³dromo Internacional do Algarve,2021-05-02,0
849,3,0,15,18,0.0,AutÃ³dromo Internacional do Algarve,2021-05-02,0
853,210,0,0,20,0.0,AutÃ³dromo Internacional do Algarve,2021-05-02,0
8,51,0,4,15,0.0,AutÃ³dromo Internacional do Algarve,2021-05-02,0
1,131,153,260,1,7.0,Circuit de Barcelona-Catalunya,2021-05-09,1
830,9,170,238,2,7.222222222222222,Circuit de Barcelona-Catalunya,2021-05-09,2
822,131,107,260,3,7.0,Circuit de Barcelona-Catalunya,2021-05-09,3
844,6,77,133,4,5.6,Circuit de Barcelona-Catalunya,2021-05-09,4
815,9,68,238,8,2.142857142857143,Circuit de Barcelona-Catalunya,2021-05-09,8
817,1,33,102,7,4.333333333333333,Circuit de Barcelona-Catalunya,2021-05-09,7
832,6,56,133,6,4.285714285714286,Circuit de Barcelona-Catalunya,2021-05-09,6
846,1,69,102,9,5.4,Circuit de Barcelona-Catalunya,2021-05-09,0
839,214,11,28,5,0.0,Circuit de Barcelona-Catalunya,2021-05-09,5
842,213,60,67,12,3.0,Circuit de Barcelona-Catalunya,2021-05-09,0
840,117,3,9,11,6.5,Circuit de Barcelona-Catalunya,2021-05-09,0
8,51,0,4,17,5.4,Circuit de Barcelona-Catalunya,2021-05-09,0
20,117,6,9,13,6.2727272727272725,Circuit de Barcelona-Catalunya,2021-05-09,0
847,3,15,15,15,5.666666666666667,Circuit de Barcelona-Catalunya,2021-05-09,0
841,51,4,4,14,0.0,Circuit de Barcelona-Catalunya,2021-05-09,0
849,3,0,15,19,0.0,Circuit de Barcelona-Catalunya,2021-05-09,0
4,214,17,28,10,6.461538461538462,Circuit de Barcelona-Catalunya,2021-05-09,0
854,210,0,0,18,0.0,Circuit de Barcelona-Catalunya,2021-05-09,0
853,210,0,0,20,0.0,Circuit de Barcelona-Catalunya,2021-05-09,0
852,213,7,67,16,0.0,Circuit de Barcelona-Catalunya,2021-05-09,0
832,6,56,133,4,5.666666666666667,Circuit de Monaco,2021-05-23,4
830,9,170,238,2,5.375,Circuit de Monaco,2021-05-23,2
846,1,69,102,5,3.75,Circuit de Monaco,2021-05-23,5
815,9,68,238,9,2.3333333333333335,Circuit de Monaco,2021-05-23,0
20,117,6,9,8,7.0,Circuit de Monaco,2021-05-23,8
842,213,60,67,6,1.0,Circuit de Monaco,2021-05-23,6
1,131,153,260,7,5.176470588235294,Circuit de Monaco,2021-05-23,7
840,117,3,9,13,0.0,Circuit de Monaco,2021-05-23,0
841,51,4,4,10,0.0,Circuit de Monaco,2021-05-23,0
8,51,0,4,14,6.2,Circuit de Monaco,2021-05-23,0
817,1,33,102,12,7.833333333333333,Circuit de Monaco,2021-05-23,0
847,3,15,15,15,4.333333333333333,Circuit de Monaco,2021-05-23,0
849,3,0,15,18,0.0,Circuit de Monaco,2021-05-23,0
852,213,7,67,16,0.0,Circuit de Monaco,2021-05-23,0
854,210,0,0,20,0.0,Circuit de Monaco,2021-05-23,0
822,131,107,260,3,3.8333333333333335,Circuit de Monaco,2021-05-23,3
844,6,77,133,1,7.6,Circuit de Monaco,2021-05-23,1
20,117,6,9,11,8.75,Baku City Circuit,2021-06-06,0
844,6,77,133,1,9.75,Baku City Circuit,2021-06-06,1
846,1,69,102,9,2.6666666666666665,Baku City Circuit,2021-06-06,0
852,213,7,67,7,0.0,Baku City Circuit,2021-06-06,7
817,1,33,102,13,4.25,Baku City Circuit,2021-06-06,0
8,51,0,4,14,6.333333333333333,Baku City Circuit,2021-06-06,0
841,51,4,4,20,0.0,Baku City Circuit,2021-06-06,0
822,131,107,260,10,5.5,Baku City Circuit,2021-06-06,0
853,210,0,0,18,0.0,Baku City Circuit,2021-06-06,0
1,131,153,260,2,5.285714285714286,Baku City Circuit,2021-06-06,2
847,3,15,15,15,2.5,Baku City Circuit,2021-06-06,0
840,117,3,9,19,0.0,Baku City Circuit,2021-06-06,0
839,214,11,28,12,2.0,Baku City Circuit,2021-06-06,0
830,9,170,238,1,8.0,Circuit Paul Ricard,2021-06-20,1
815,9,68,238,4,6.5,Circuit Paul Ricard,2021-06-20,4
822,131,107,260,3,6.666666666666667,Circuit Paul Ricard,2021-06-20,3
817,1,33,102,10,2.5,Circuit Paul Ricard,2021-06-20,0
842,213,60,67,6,0.0,Circuit Paul Ricard,2021-06-20,6
20,117,6,9,12,5.5,Circuit Paul Ricard,2021-06-20,0
840,117,3,9,19,0.0,Circuit Paul Ricard,2021-06-20,0
847,3,15,15,14,3.0,Circuit Paul Ricard,2021-06-20,0
839,214,11,28,11,0.0,Circuit Paul Ricard,2021-06-20,0
841,51,4,4,13,0.0,Circuit Paul Ricard,2021-06-20,0
844,6,77,133,7,7.0,Circuit Paul Ricard,2021-06-20,7
849,3,0,15,16,0.0,Circuit Paul Ricard,2021-06-20,0
854,210,0,0,15,0.0,Circuit Paul Ricard,2021-06-20,0
830,9,170,238,1,8.545454545454545,Red Bull Ring,2021-06-27,1
1,131,153,260,2,5.384615384615385,Red Bull Ring,2021-06-27,2
822,131,107,260,5,6.666666666666667,Red Bull Ring,2021-06-27,5
832,6,56,133,12,4.222222222222222,Red Bull Ring,2021-06-27,0
844,6,77,133,7,6.333333333333333,Red Bull Ring,2021-06-27,7
840,117,3,9,9,2.0,Red Bull Ring,2021-06-27,0
4,214,17,28,8,3.5,Red Bull Ring,2021-06-27,8
852,213,7,67,11,0.0,Red Bull Ring,2021-06-27,0
8,51,0,4,18,4.875,Red Bull Ring,2021-06-27,0
817,1,33,102,13,2.7142857142857144,Red Bull Ring,2021-06-27,0
839,214,11,28,17,3.0,Red Bull Ring,2021-06-27,0
841,51,4,4,15,0.0,Red Bull Ring,2021-06-27,0
849,3,0,15,16,0.0,Red Bull Ring,2021-06-27,0
847,3,15,15,10,6.333333333333333,Red Bull Ring,2021-06-27,0
842,213,60,67,6,1.0,Red Bull Ring,2021-06-27,6
830,9,170,238,1,8.545454545454545,Red Bull Ring,2021-07-04,1
846,1,69,102,2,9.571428571428571,Red Bull Ring,2021-07-04,2
1,131,153,260,4,5.384615384615385,Red Bull Ring,2021-07-04,4
815,9,68,238,3,3.0,Red Bull Ring,2021-07-04,3
844,6,77,133,12,6.333333333333333,Red Bull Ring,2021-07-04,0
842,213,60,67,6,1.0,Red Bull Ring,2021-07-04,6
847,3,15,15,8,6.333333333333333,Red Bull Ring,2021-07-04,8
852,213,7,67,7,0.0,Red Bull Ring,2021-07-04,7
840,117,3,9,9,2.0,Red Bull Ring,2021-07-04,0
841,51,4,4,15,0.0,Red Bull Ring,2021-07-04,0
849,3,0,15,18,0.0,Red Bull Ring,2021-07-04,0
20,117,6,9,11,3.6666666666666665,Red Bull Ring,2021-07-04,0
854,210,0,0,19,0.0,Red Bull Ring,2021-07-04,0
839,214,11,28,17,3.0,Red Bull Ring,2021-07-04,0
1,131,153,260,2,6.631578947368421,Silverstone Circuit,2021-07-18,2
822,131,107,260,3,5.375,Silverstone Circuit,2021-07-18,3
817,1,33,102,6,3.0,Silverstone Circuit,2021-07-18,6
4,214,17,28,7,5.0,Silverstone Circuit,2021-07-18,7
840,117,3,9,14,2.0,Silverstone Circuit,2021-07-18,0
839,214,11,28,9,2.0,Silverstone Circuit,2021-07-18,0
842,213,60,67,11,5.0,Silverstone Circuit,2021-07-18,0
847,3,15,15,12,7.0,Silverstone Circuit,2021-07-18,0
841,51,4,4,15,0.0,Silverstone Circuit,2021-07-18,0
849,3,0,15,17,0.0,Silverstone Circuit,2021-07-18,0
853,210,0,0,19,0.0,Silverstone Circuit,2021-07-18,0
20,117,6,9,8,6.7272727272727275,Silverstone Circuit,2021-07-18,8
839,214,11,28,8,4.0,Hungaroring,2021-08-01,8
832,6,56,133,15,3.3333333333333335,Hungaroring,2021-08-01,0
842,213,60,67,5,3.0,Hungaroring,2021-08-01,5
852,213,7,67,16,0.0,Hungaroring,2021-08-01,0
849,3,0,15,18,0.0,Hungaroring,2021-08-01,0
830,9,170,238,3,5.625,Hungaroring,2021-08-01,3
8,51,0,4,13,4.933333333333334,Hungaroring,2021-08-01,0
817,1,33,102,11,4.666666666666667,Hungaroring,2021-08-01,0
853,210,0,0,19,0.0,Hungaroring,2021-08-01,0
846,1,69,102,6,6.0,Hungaroring,2021-08-01,6
815,9,68,238,4,2.3333333333333335,Hungaroring,2021-08-01,4
840,117,3,9,12,4.5,Hungaroring,2021-08-01,0
20,117,6,9,10,7.909090909090909,Hungaroring,2021-08-01,0
830,9,170,238,1,5.5,Circuit de Spa-Francorchamps,2021-08-29,1
847,3,15,15,2,3.5,Circuit de Spa-Francorchamps,2021-08-29,2
1,131,153,260,3,7.0,Circuit de Spa-Francorchamps,2021-08-29,3
817,1,33,102,4,5.333333333333333,Circuit de Spa-Francorchamps,2021-08-29,4
20,117,6,9,5,6.363636363636363,Circuit de Spa-Francorchamps,2021-08-29,5
842,213,60,67,6,0.0,Circuit de Spa-Francorchamps,2021-08-29,6
839,214,11,28,8,0.0,Circuit de Spa-Francorchamps,2021-08-29,8
844,6,77,133,9,6.0,Circuit de Spa-Francorchamps,2021-08-29,0
849,3,0,15,10,0.0,Circuit de Spa-Francorchamps,2021-08-29,0
832,6,56,133,11,3.6666666666666665,Circuit de Spa-Francorchamps,2021-08-29,0
4,214,17,28,12,4.909090909090909,Circuit de Spa-Francorchamps,2021-08-29,0
822,131,107,260,13,4.285714285714286,Circuit de Spa-Francorchamps,2021-08-29,0
841,51,4,4,14,0.0,Circuit de Spa-Francorchamps,2021-08-29,0
846,1,69,102,15,1.0,Circuit de Spa-Francorchamps,2021-08-29,0
852,213,7,67,16,0.0,Circuit de Spa-Francorchamps,2021-08-29,0
854,210,0,0,17,0.0,Circuit de Spa-Francorchamps,2021-08-29,0
853,210,0,0,18,0.0,Circuit de Spa-Francorchamps,2021-08-29,0
840,117,3,9,19,0.0,Circuit de Spa-Francorchamps,2021-08-29,0
830,9,170,238,1,9.666666666666666,Circuit Park Zandvoort,2021-09-05,1
1,131,153,260,2,4.666666666666667,Circuit Park Zandvoort,2021-09-05,2
822,131,107,260,3,6.0,Circuit Park Zandvoort,2021-09-05,3
842,213,60,67,4,0.0,Circuit Park Zandvoort,2021-09-05,4
844,6,77,133,5,5.0,Circuit Park Zandvoort,2021-09-05,5
4,214,17,28,9,4.0,Circuit Park Zandvoort,2021-09-05,0
832,6,56,133,6,4.666666666666667,Circuit Park Zandvoort,2021-09-05,6
839,214,11,28,8,0.0,Circuit Park Zandvoort,2021-09-05,8
846,1,69,102,13,7.0,Circuit Park Zandvoort,2021-09-05,0
817,1,33,102,10,0.0,Circuit Park Zandvoort,2021-09-05,0
840,117,3,9,12,0.0,Circuit Park Zandvoort,2021-09-05,0
20,117,6,9,15,0.0,Circuit Park Zandvoort,2021-09-05,0
