DRIVER_ID,CONSTRUCTOR_ID,QUALY_PERFORMANCE,CT_QUALY_PERFORMANCE,GRID,AFINIDAD_QUALY_3,CIRCUIT_NAME,GP_DATE,TARGET
817,9,61,139,4,4.833333333333333,Bahrain International Circuit,2017-04-16,4
13,3,14,23,8,5.888888888888889,Bahrain International Circuit,2017-04-16,8
815,10,21,44,18,3.25,Bahrain International Circuit,2017-04-16,0
154,210,7,7,9,2.0,Bahrain International Circuit,2017-04-16,0
807,4,20,24,7,3.0,Bahrain International Circuit,2017-04-16,7
839,10,23,44,14,0.0,Bahrain International Circuit,2017-04-16,0
836,15,0,0,13,0.0,Bahrain International Circuit,2017-04-16,0
826,5,1,5,11,0.0,Bahrain International Circuit,2017-04-16,0
835,4,0,24,10,0.0,Bahrain International Circuit,2017-04-16,0
4,1,9,13,15,4.2727272727272725,Bahrain International Circuit,2017-04-16,0
828,15,0,0,19,0.0,Bahrain International Circuit,2017-04-16,0
832,5,8,5,16,3.625,Bahrain International Circuit,2017-04-16,0
840,3,9,23,12,0.6666666666666666,Bahrain International Circuit,2017-04-16,0
830,9,78,139,6,6.666666666666667,Bahrain International Circuit,2017-04-16,6
825,210,0,7,20,0.0,Bahrain International Circuit,2017-04-16,0
838,1,4,13,17,0.0,Bahrain International Circuit,2017-04-16,0
822,131,122,269,3,6.285714285714286,Sochi Autodrom,2017-04-30,3
20,6,146,248,1,6.0,Sochi Autodrom,2017-04-30,1
8,6,102,248,2,6.6,Sochi Autodrom,2017-04-30,2
1,131,147,269,4,6.125,Sochi Autodrom,2017-04-30,4
830,9,78,139,7,2.4,Sochi Autodrom,2017-04-30,7
815,10,21,44,9,3.75,Sochi Autodrom,2017-04-30,0
839,10,23,44,10,0.0,Sochi Autodrom,2017-04-30,0
807,4,20,24,8,0.0,Sochi Autodrom,2017-04-30,8
13,3,14,23,6,0.0,Sochi Autodrom,2017-04-30,6
832,5,8,5,14,6.25,Sochi Autodrom,2017-04-30,0
840,3,9,23,11,0.0,Sochi Autodrom,2017-04-30,0
826,5,1,5,12,1.0,Sochi Autodrom,2017-04-30,0
825,210,0,7,13,0.0,Sochi Autodrom,2017-04-30,0
838,1,4,13,20,0.0,Sochi Autodrom,2017-04-30,0
828,15,0,0,18,0.0,Sochi Autodrom,2017-04-30,0
836,15,0,0,17,0.0,Sochi Autodrom,2017-04-30,0
817,9,61,139,5,3.6666666666666665,Sochi Autodrom,2017-04-30,5
835,4,0,24,16,0.0,Sochi Autodrom,2017-04-30,0
154,210,7,7,19,0.0,Sochi Autodrom,2017-04-30,0
4,1,9,13,15,4.0,Sochi Autodrom,2017-04-30,0
1,131,147,269,1,7.0,Circuit de Barcelona-Catalunya,2017-05-14,1
20,6,146,248,2,6.2727272727272725,Circuit de Barcelona-Catalunya,2017-05-14,2
817,9,61,139,6,4.333333333333333,Circuit de Barcelona-Catalunya,2017-05-14,6
815,10,21,44,8,2.142857142857143,Circuit de Barcelona-Catalunya,2017-05-14,8
839,10,23,44,10,0.0,Circuit de Barcelona-Catalunya,2017-05-14,0
807,4,20,24,13,0.0,Circuit de Barcelona-Catalunya,2017-05-14,0
832,5,8,5,12,4.285714285714286,Circuit de Barcelona-Catalunya,2017-05-14,0
836,15,0,0,15,0.0,Circuit de Barcelona-Catalunya,2017-05-14,0
826,5,1,5,19,2.0,Circuit de Barcelona-Catalunya,2017-05-14,0
154,210,7,7,14,9.0,Circuit de Barcelona-Catalunya,2017-05-14,0
828,15,0,0,16,0.0,Circuit de Barcelona-Catalunya,2017-05-14,0
4,1,9,13,7,6.461538461538462,Circuit de Barcelona-Catalunya,2017-05-14,7
13,3,14,23,9,3.5,Circuit de Barcelona-Catalunya,2017-05-14,0
825,210,0,7,11,0.0,Circuit de Barcelona-Catalunya,2017-05-14,0
835,4,0,24,17,0.0,Circuit de Barcelona-Catalunya,2017-05-14,0
840,3,9,23,18,6.5,Circuit de Barcelona-Catalunya,2017-05-14,0
822,131,122,269,3,7.0,Circuit de Barcelona-Catalunya,2017-05-14,3
838,1,4,13,20,0.0,Circuit de Barcelona-Catalunya,2017-05-14,0
830,9,78,139,5,7.222222222222222,Circuit de Barcelona-Catalunya,2017-05-14,5
8,6,102,248,4,5.4,Circuit de Barcelona-Catalunya,2017-05-14,4
20,6,146,248,2,7.0,Circuit de Monaco,2017-05-28,2
8,6,102,248,1,6.2,Circuit de Monaco,2017-05-28,1
817,9,61,139,5,7.833333333333333,Circuit de Monaco,2017-05-28,5
822,131,122,269,3,3.8333333333333335,Circuit de Monaco,2017-05-28,3
830,9,78,139,4,5.375,Circuit de Monaco,2017-05-28,4
832,5,8,5,6,5.666666666666667,Circuit de Monaco,2017-05-28,6
1,131,147,269,13,5.176470588235294,Circuit de Monaco,2017-05-28,0
154,210,7,7,8,5.0,Circuit de Monaco,2017-05-28,8
13,3,14,23,14,3.8,Circuit de Monaco,2017-05-28,0
825,210,0,7,11,0.0,Circuit de Monaco,2017-05-28,0
835,4,0,24,16,0.0,Circuit de Monaco,2017-05-28,0
839,10,23,44,15,0.0,Circuit de Monaco,2017-05-28,0
815,10,21,44,7,2.3333333333333335,Circuit de Monaco,2017-05-28,7
826,5,1,5,9,8.0,Circuit de Monaco,2017-05-28,0
840,3,9,23,17,0.0,Circuit de Monaco,2017-05-28,0
838,1,4,13,12,0.0,Circuit de Monaco,2017-05-28,0
828,15,0,0,19,0.0,Circuit de Monaco,2017-05-28,0
18,1,0,13,20,4.125,Circuit de Monaco,2017-05-28,0
836,15,0,0,18,0.0,Circuit de Monaco,2017-05-28,0
807,4,20,24,10,4.0,Circuit de Monaco,2017-05-28,0
1,131,147,269,1,8.133333333333333,Circuit Gilles Villeneuve,2017-06-11,1
822,131,122,269,3,6.0,Circuit Gilles Villeneuve,2017-06-11,3
817,9,61,139,6,3.4,Circuit Gilles Villeneuve,2017-06-11,6
20,6,146,248,2,8.3,Circuit Gilles Villeneuve,2017-06-11,2
815,10,21,44,8,0.4,Circuit Gilles Villeneuve,2017-06-11,8
839,10,23,44,9,2.0,Circuit Gilles Villeneuve,2017-06-11,0
8,6,102,248,4,4.071428571428571,Circuit Gilles Villeneuve,2017-06-11,4
807,4,20,24,10,2.0,Circuit Gilles Villeneuve,2017-06-11,0
840,3,9,23,17,0.0,Circuit Gilles Villeneuve,2017-06-11,0
154,210,7,7,14,2.0,Circuit Gilles Villeneuve,2017-06-11,0
835,4,0,24,15,0.0,Circuit Gilles Villeneuve,2017-06-11,0
825,210,0,7,18,0.0,Circuit Gilles Villeneuve,2017-06-11,0
828,15,0,0,19,0.0,Circuit Gilles Villeneuve,2017-06-11,0
838,1,4,13,16,0.0,Circuit Gilles Villeneuve,2017-06-11,0
836,15,0,0,20,0.0,Circuit Gilles Villeneuve,2017-06-11,0
4,1,9,13,12,8.461538461538462,Circuit Gilles Villeneuve,2017-06-11,0
826,5,1,5,11,2.0,Circuit Gilles Villeneuve,2017-06-11,0
830,9,78,139,5,6.285714285714286,Circuit Gilles Villeneuve,2017-06-11,5
13,3,14,23,7,3.2222222222222223,Circuit Gilles Villeneuve,2017-06-11,7
832,5,8,5,13,1.6,Circuit Gilles Villeneuve,2017-06-11,0
817,9,61,139,10,4.25,Baku City Circuit,2017-06-25,0
822,131,122,269,2,5.5,Baku City Circuit,2017-06-25,2
20,6,146,248,4,8.75,Baku City Circuit,2017-06-25,4
839,10,23,44,7,2.0,Baku City Circuit,2017-06-25,7
832,5,8,5,15,3.8,Baku City Circuit,2017-06-25,0
4,1,9,13,19,3.0,Baku City Circuit,2017-06-25,0
836,15,0,0,14,0.0,Baku City Circuit,2017-06-25,0
828,15,0,0,17,0.0,Baku City Circuit,2017-06-25,0
838,1,4,13,18,0.0,Baku City Circuit,2017-06-25,0
8,6,102,248,3,6.333333333333333,Baku City Circuit,2017-06-25,3
815,10,21,44,6,5.4,Baku City Circuit,2017-06-25,6
807,4,20,24,13,0.0,Baku City Circuit,2017-06-25,0
830,9,78,139,5,5.428571428571429,Baku City Circuit,2017-06-25,5
826,5,1,5,11,0.0,Baku City Circuit,2017-06-25,0
20,6,146,248,2,3.6666666666666665,Red Bull Ring,2017-07-09,2
817,9,61,139,4,2.7142857142857144,Red Bull Ring,2017-07-09,4
8,6,102,248,3,4.875,Red Bull Ring,2017-07-09,3
815,10,21,44,7,3.0,Red Bull Ring,2017-07-09,7
839,10,23,44,9,3.0,Red Bull Ring,2017-07-09,0
13,3,14,23,17,10.0,Red Bull Ring,2017-07-09,0
840,3,9,23,18,2.0,Red Bull Ring,2017-07-09,0
835,4,0,24,16,0.0,Red Bull Ring,2017-07-09,0
838,1,4,13,13,0.0,Red Bull Ring,2017-07-09,0
807,4,20,24,11,7.0,Red Bull Ring,2017-07-09,0
836,15,0,0,20,0.0,Red Bull Ring,2017-07-09,0
828,15,0,0,19,0.0,Red Bull Ring,2017-07-09,0
832,5,8,5,10,4.222222222222222,Red Bull Ring,2017-07-09,0
4,1,9,13,12,3.5,Red Bull Ring,2017-07-09,0
830,9,78,139,5,8.545454545454545,Red Bull Ring,2017-07-09,5
1,131,147,269,1,6.631578947368421,Silverstone Circuit,2017-07-16,1
8,6,102,248,2,5.4,Silverstone Circuit,2017-07-16,2
830,9,78,139,4,7.4,Silverstone Circuit,2017-07-16,4
807,4,20,24,5,2.75,Silverstone Circuit,2017-07-16,5
20,6,146,248,3,6.7272727272727275,Silverstone Circuit,2017-07-16,3
815,10,21,44,6,1.8333333333333333,Silverstone Circuit,2017-07-16,6
13,3,14,23,14,3.7,Silverstone Circuit,2017-07-16,0
838,1,4,13,8,0.0,Silverstone Circuit,2017-07-16,8
154,210,7,7,10,2.0,Silverstone Circuit,2017-07-16,0
826,5,1,5,12,4.0,Silverstone Circuit,2017-07-16,0
836,15,0,0,17,0.0,Silverstone Circuit,2017-07-16,0
4,1,9,13,20,5.0,Silverstone Circuit,2017-07-16,0
832,5,8,5,13,2.875,Silverstone Circuit,2017-07-16,0
835,4,0,24,11,0.0,Silverstone Circuit,2017-07-16,0
20,6,146,248,1,7.909090909090909,Hungaroring,2017-07-30,1
822,131,122,269,3,6.571428571428571,Hungaroring,2017-07-30,3
830,9,78,139,5,5.625,Hungaroring,2017-07-30,5
4,1,9,13,7,5.384615384615385,Hungaroring,2017-07-30,7
832,5,8,5,9,3.3333333333333335,Hungaroring,2017-07-30,0
815,10,21,44,13,2.3333333333333335,Hungaroring,2017-07-30,0
838,1,4,13,8,0.0,Hungaroring,2017-07-30,8
826,5,1,5,16,4.0,Hungaroring,2017-07-30,0
835,4,0,24,10,0.0,Hungaroring,2017-07-30,0
825,210,0,7,15,0.0,Hungaroring,2017-07-30,0
836,15,0,0,18,0.0,Hungaroring,2017-07-30,0
807,4,20,24,12,0.0,Hungaroring,2017-07-30,0
814,3,0,23,19,0.0,Hungaroring,2017-07-30,0
817,9,61,139,6,4.666666666666667,Hungaroring,2017-07-30,6
1,131,147,269,1,7.0,Circuit de Spa-Francorchamps,2017-08-27,1
20,6,146,248,2,6.363636363636363,Circuit de Spa-Francorchamps,2017-08-27,2
817,9,61,139,6,5.333333333333333,Circuit de Spa-Francorchamps,2017-08-27,6
822,131,122,269,3,4.285714285714286,Circuit de Spa-Francorchamps,2017-08-27,3
807,4,20,24,7,2.0,Circuit de Spa-Francorchamps,2017-08-27,7
154,210,7,7,11,3.0,Circuit de Spa-Francorchamps,2017-08-27,0
13,3,14,23,16,3.75,Circuit de Spa-Francorchamps,2017-08-27,0
832,5,8,5,13,3.6666666666666665,Circuit de Spa-Francorchamps,2017-08-27,0
840,3,9,23,15,0.0,Circuit de Spa-Francorchamps,2017-08-27,0
826,5,1,5,19,0.0,Circuit de Spa-Francorchamps,2017-08-27,0
835,4,0,24,14,0.0,Circuit de Spa-Francorchamps,2017-08-27,0
838,1,4,13,20,0.0,Circuit de Spa-Francorchamps,2017-08-27,0
828,15,0,0,17,0.0,Circuit de Spa-Francorchamps,2017-08-27,0
815,10,21,44,8,3.8333333333333335,Circuit de Spa-Francorchamps,2017-08-27,8
4,1,9,13,10,4.909090909090909,Circuit de Spa-Francorchamps,2017-08-27,0
830,9,78,139,5,5.5,Circuit de Spa-Francorchamps,2017-08-27,5
1,131,147,269,1,6.647058823529412,Autodromo Nazionale di Monza,2017-09-03,1
822,131,122,269,4,5.0,Autodromo Nazionale di Monza,2017-09-03,4
817,9,61,139,16,3.0,Autodromo Nazionale di Monza,2017-09-03,0
8,6,102,248,5,5.133333333333334,Autodromo Nazionale di Monza,2017-09-03,5
840,3,9,23,2,0.5,Autodromo Nazionale di Monza,2017-09-03,2
13,3,14,23,7,6.333333333333333,Autodromo Nazionale di Monza,2017-09-03,7
830,9,78,139,13,4.125,Autodromo Nazionale di Monza,2017-09-03,0
825,210,0,7,9,0.0,Autodromo Nazionale di Monza,2017-09-03,0
807,4,20,24,14,0.0,Autodromo Nazionale di Monza,2017-09-03,0
832,5,8,5,15,6.0,Autodromo Nazionale di Monza,2017-09-03,0
154,210,7,7,20,0.0,Autodromo Nazionale di Monza,2017-09-03,0
836,15,0,0,12,0.0,Autodromo Nazionale di Monza,2017-09-03,0
4,1,9,13,19,4.615384615384615,Autodromo Nazionale di Monza,2017-09-03,0
838,1,4,13,18,0.0,Autodromo Nazionale di Monza,2017-09-03,0
1,131,147,269,5,7.785714285714286,Marina Bay Street Circuit,2017-09-17,5
817,9,61,139,3,8.8,Marina Bay Street Circuit,2017-09-17,3
822,131,122,269,6,3.0,Marina Bay Street Circuit,2017-09-17,6
832,5,8,5,10,6.0,Marina Bay Street Circuit,2017-09-17,0
815,10,21,44,12,1.75,Marina Bay Street Circuit,2017-09-17,0
835,4,0,24,11,0.0,Marina Bay Street Circuit,2017-09-17,0
838,1,4,13,9,0.0,Marina Bay Street Circuit,2017-09-17,0
840,3,9,23,18,0.0,Marina Bay Street Circuit,2017-09-17,0
154,210,7,7,15,7.0,Marina Bay Street Circuit,2017-09-17,0
839,10,23,44,14,0.0,Marina Bay Street Circuit,2017-09-17,0
13,3,14,23,17,2.5714285714285716,Marina Bay Street Circuit,2017-09-17,0
836,15,0,0,19,0.0,Marina Bay Street Circuit,2017-09-17,0
825,210,0,7,16,0.0,Marina Bay Street Circuit,2017-09-17,0
807,4,20,24,7,1.0,Marina Bay Street Circuit,2017-09-17,7
828,15,0,0,20,0.0,Marina Bay Street Circuit,2017-09-17,0
826,5,1,5,13,10.0,Marina Bay Street Circuit,2017-09-17,0
4,1,9,13,8,5.625,Marina Bay Street Circuit,2017-09-17,8
20,6,146,248,1,7.818181818181818,Marina Bay Street Circuit,2017-09-17,1
830,9,78,139,2,6.166666666666667,Marina Bay Street Circuit,2017-09-17,2
8,6,102,248,4,3.888888888888889,Marina Bay Street Circuit,2017-09-17,4
830,9,78,139,3,8.5,Sepang International Circuit,2017-10-01,3
1,131,147,269,1,6.454545454545454,Sepang International Circuit,2017-10-01,1
817,9,61,139,4,7.25,Sepang International Circuit,2017-10-01,4
20,6,146,248,20,5.888888888888889,Sepang International Circuit,2017-10-01,0
822,131,122,269,5,1.6666666666666667,Sepang International Circuit,2017-10-01,5
815,10,21,44,9,2.0,Sepang International Circuit,2017-10-01,0
838,1,4,13,7,0.0,Sepang International Circuit,2017-10-01,7
840,3,9,23,13,0.0,Sepang International Circuit,2017-10-01,0
13,3,14,23,11,3.5,Sepang International Circuit,2017-10-01,0
839,10,23,44,6,6.0,Sepang International Circuit,2017-10-01,6
4,1,9,13,10,5.818181818181818,Sepang International Circuit,2017-10-01,0
825,210,0,7,17,0.0,Sepang International Circuit,2017-10-01,0
154,210,7,7,16,3.0,Sepang International Circuit,2017-10-01,0
842,5,0,5,15,0.0,Sepang International Circuit,2017-10-01,0
835,4,0,24,12,0.0,Sepang International Circuit,2017-10-01,0
807,4,20,24,8,2.0,Sepang International Circuit,2017-10-01,8
836,15,0,0,18,0.0,Sepang International Circuit,2017-10-01,0
828,15,0,0,19,0.0,Sepang International Circuit,2017-10-01,0
832,5,8,5,14,0.0,Sepang International Circuit,2017-10-01,0
1,131,147,269,1,5.785714285714286,Suzuka Circuit,2017-10-08,1
830,9,78,139,4,8.0,Suzuka Circuit,2017-10-08,4
817,9,61,139,3,4.8,Suzuka Circuit,2017-10-08,3
822,131,122,269,6,6.8,Suzuka Circuit,2017-10-08,6
8,6,102,248,10,2.4615384615384617,Suzuka Circuit,2017-10-08,0
839,10,23,44,5,8.0,Suzuka Circuit,2017-10-08,5
815,10,21,44,7,5.6,Suzuka Circuit,2017-10-08,7
825,210,0,7,12,0.0,Suzuka Circuit,2017-10-08,0
154,210,7,7,13,10.0,Suzuka Circuit,2017-10-08,0
13,3,14,23,8,5.0,Suzuka Circuit,2017-10-08,8
4,1,9,13,20,3.727272727272727,Suzuka Circuit,2017-10-08,0
835,4,0,24,18,0.0,Suzuka Circuit,2017-10-08,0
842,5,0,5,14,0.0,Suzuka Circuit,2017-10-08,0
838,1,4,13,9,0.0,Suzuka Circuit,2017-10-08,0
836,15,0,0,17,0.0,Suzuka Circuit,2017-10-08,0
840,3,9,23,15,0.0,Suzuka Circuit,2017-10-08,0
807,4,20,24,11,0.0,Suzuka Circuit,2017-10-08,0
828,15,0,0,16,0.0,Suzuka Circuit,2017-10-08,0
20,6,146,248,2,7.090909090909091,Suzuka Circuit,2017-10-08,2
832,5,8,5,19,4.4,Suzuka Circuit,2017-10-08,0
1,131,147,269,1,7.7272727272727275,Circuit of the Americas,2017-10-22,1
20,6,146,248,2,5.75,Circuit of the Americas,2017-10-22,2
8,6,102,248,5,5.333333333333333,Circuit of the Americas,2017-10-22,5
830,9,78,139,16,5.285714285714286,Circuit of the Americas,2017-10-22,0
822,131,122,269,3,5.0,Circuit of the Americas,2017-10-22,3
839,10,23,44,6,3.0,Circuit of the Americas,2017-10-22,6
832,4,8,24,7,5.4,Circuit of the Americas,2017-10-22,7
815,10,21,44,9,1.6,Circuit of the Americas,2017-10-22,0
13,3,14,23,10,2.25,Circuit of the Americas,2017-10-22,0
826,5,1,5,11,10.0,Circuit of the Americas,2017-10-22,0
840,3,9,23,15,0.0,Circuit of the Americas,2017-10-22,0
838,1,4,13,20,0.0,Circuit of the Americas,2017-10-22,0
843,5,0,5,19,0.0,Circuit of the Americas,2017-10-22,0
154,210,7,7,12,7.0,Circuit of the Americas,2017-10-22,0
828,15,0,0,13,0.0,Circuit of the Americas,2017-10-22,0
825,210,0,7,17,0.0,Circuit of the Americas,2017-10-22,0
4,1,9,13,8,2.4,Circuit of the Americas,2017-10-22,8
817,9,61,139,4,7.5,Circuit of the Americas,2017-10-22,4
836,15,0,0,14,0.0,Circuit of the Americas,2017-10-22,0
807,4,20,24,18,4.0,Circuit of the Americas,2017-10-22,0
830,9,78,139,2,8.571428571428571,AutÃ³dromo Hermanos RodrÃ­guez,2017-10-29,2
822,131,122,269,4,4.8,AutÃ³dromo Hermanos RodrÃ­guez,2017-10-29,4
8,6,102,248,5,3.0,AutÃ³dromo Hermanos RodrÃ­guez,2017-10-29,5
20,6,146,248,1,7.6,AutÃ³dromo Hermanos RodrÃ­guez,2017-10-29,1
839,10,23,44,6,3.0,AutÃ³dromo Hermanos RodrÃ­guez,2017-10-29,6
840,3,9,23,11,0.0,AutÃ³dromo Hermanos RodrÃ­guez,2017-10-29,0
825,210,0,7,14,0.0,AutÃ³dromo Hermanos RodrÃ­guez,2017-10-29,0
4,1,9,13,18,0.0,AutÃ³dromo Hermanos RodrÃ­guez,2017-10-29,0
13,3,14,23,10,2.0,AutÃ³dromo Hermanos RodrÃ­guez,2017-10-29,0
838,1,4,13,19,0.0,AutÃ³dromo Hermanos RodrÃ­guez,2017-10-29,0
842,5,0,5,20,0.0,AutÃ³dromo Hermanos RodrÃ­guez,2017-10-29,0
836,15,0,0,13,0.0,AutÃ³dromo Hermanos RodrÃ­guez,2017-10-29,0
154,210,7,7,15,0.0,AutÃ³dromo Hermanos RodrÃ­guez,2017-10-29,0
828,15,0,0,12,0.0,AutÃ³dromo Hermanos RodrÃ­guez,2017-10-29,0
843,5,0,5,17,0.0,AutÃ³dromo Hermanos RodrÃ­guez,2017-10-29,0
807,4,20,24,7,6.0,AutÃ³dromo Hermanos RodrÃ­guez,2017-10-29,7
817,9,61,139,16,6.4,AutÃ³dromo Hermanos RodrÃ­guez,2017-10-29,0
20,6,146,248,2,7.0,AutÃ³dromo JosÃ© Carlos Pace,2017-11-12,2
8,6,102,248,3,5.928571428571429,AutÃ³dromo JosÃ© Carlos Pace,2017-11-12,3
830,9,78,139,4,8.142857142857142,AutÃ³dromo JosÃ© Carlos Pace,2017-11-12,4
817,9,61,139,14,0.6666666666666666,AutÃ³dromo JosÃ© Carlos Pace,2017-11-12,0
13,3,14,23,9,5.333333333333333,AutÃ³dromo JosÃ© Carlos Pace,2017-11-12,0
807,4,20,24,7,1.0,AutÃ³dromo JosÃ© Carlos Pace,2017-11-12,7
832,4,8,24,8,2.8,AutÃ³dromo JosÃ© Carlos Pace,2017-11-12,8
842,5,0,5,19,0.0,AutÃ³dromo JosÃ© Carlos Pace,2017-11-12,0
828,15,0,0,17,0.0,AutÃ³dromo JosÃ© Carlos Pace,2017-11-12,0
836,15,0,0,15,0.0,AutÃ³dromo JosÃ© Carlos Pace,2017-11-12,0
154,210,7,7,11,3.0,AutÃ³dromo JosÃ© Carlos Pace,2017-11-12,0
840,3,9,23,16,12.0,AutÃ³dromo JosÃ© Carlos Pace,2017-11-12,0
843,5,0,5,18,0.0,AutÃ³dromo JosÃ© Carlos Pace,2017-11-12,0
838,1,4,13,12,0.0,AutÃ³dromo JosÃ© Carlos Pace,2017-11-12,0
822,131,122,269,1,5.428571428571429,Yas Marina Circuit,2017-11-26,1
20,6,146,248,3,5.7272727272727275,Yas Marina Circuit,2017-11-26,3
8,6,102,248,5,5.125,Yas Marina Circuit,2017-11-26,5
807,4,20,24,7,2.0,Yas Marina Circuit,2017-11-26,7
815,10,21,44,8,3.0,Yas Marina Circuit,2017-11-26,8
839,10,23,44,9,1.0,Yas Marina Circuit,2017-11-26,0
4,1,9,13,11,3.4285714285714284,Yas Marina Circuit,2017-11-26,0
13,3,14,23,10,3.0,Yas Marina Circuit,2017-11-26,0
838,1,4,13,13,0.0,Yas Marina Circuit,2017-11-26,0
825,210,0,7,14,0.0,Yas Marina Circuit,2017-11-26,0
836,15,0,0,18,0.0,Yas Marina Circuit,2017-11-26,0
843,5,0,5,20,0.0,Yas Marina Circuit,2017-11-26,0
842,5,0,5,17,0.0,Yas Marina Circuit,2017-11-26,0
828,15,0,0,19,0.0,Yas Marina Circuit,2017-11-26,0
840,3,9,23,15,0.5,Yas Marina Circuit,2017-11-26,0
832,4,8,24,12,3.3333333333333335,Yas Marina Circuit,2017-11-26,0
817,9,61,139,4,4.666666666666667,Yas Marina Circuit,2017-11-26,4
1,131,162,291,1,7.125,Albert Park Grand Prix Circuit,2018-03-25,1
8,6,116,260,2,4.0,Albert Park Grand Prix Circuit,2018-03-25,2
817,9,62,141,8,3.8,Albert Park Grand Prix Circuit,2018-03-25,8
4,1,3,3,10,4.230769230769231,Albert Park Grand Prix Circuit,2018-03-25,0
807,4,14,25,7,2.0,Albert Park Grand Prix Circuit,2018-03-25,7
838,1,0,3,11,0.0,Albert Park Grand Prix Circuit,2018-03-25,0
832,4,11,25,9,3.0,Albert Park Grand Prix Circuit,2018-03-25,0
815,10,10,30,12,1.8,Albert Park Grand Prix Circuit,2018-03-25,0
839,10,20,30,14,1.0,Albert Park Grand Prix Circuit,2018-03-25,0
844,15,6,9,18,6.25,Albert Park Grand Prix Circuit,2018-03-25,0
843,5,4,13,16,0.0,Albert Park Grand Prix Circuit,2018-03-25,0
154,210,27,47,6,7.0,Albert Park Grand Prix Circuit,2018-03-25,6
825,210,20,47,5,0.0,Albert Park Grand Prix Circuit,2018-03-25,5
828,15,3,9,17,0.0,Albert Park Grand Prix Circuit,2018-03-25,0
845,3,0,0,19,0.0,Albert Park Grand Prix Circuit,2018-03-25,0
20,6,144,260,1,8.1,Bahrain International Circuit,2018-04-08,1
1,131,162,291,9,5.882352941176471,Bahrain International Circuit,2018-04-08,0
825,210,20,47,6,0.0,Bahrain International Circuit,2018-04-08,6
4,1,3,3,13,4.2727272727272725,Bahrain International Circuit,2018-04-08,0
838,1,0,3,14,0.0,Bahrain International Circuit,2018-04-08,0
828,15,3,9,17,0.0,Bahrain International Circuit,2018-04-08,0
839,10,20,30,8,0.0,Bahrain International Circuit,2018-04-08,8
832,4,11,25,10,3.625,Bahrain International Circuit,2018-04-08,0
844,15,6,9,19,9.6,Bahrain International Circuit,2018-04-08,0
840,3,0,0,20,0.6666666666666666,Bahrain International Circuit,2018-04-08,0
845,3,0,0,18,0.0,Bahrain International Circuit,2018-04-08,0
815,10,10,30,12,3.25,Bahrain International Circuit,2018-04-08,0
843,5,4,13,11,0.0,Bahrain International Circuit,2018-04-08,0
830,9,79,141,15,6.666666666666667,Bahrain International Circuit,2018-04-08,0
817,9,62,141,4,4.833333333333333,Bahrain International Circuit,2018-04-08,4
817,9,62,141,6,6.4,Shanghai International Circuit,2018-04-15,6
8,6,116,260,2,7.166666666666667,Shanghai International Circuit,2018-04-15,2
1,131,162,291,4,6.0,Shanghai International Circuit,2018-04-15,4
807,4,14,25,7,2.0,Shanghai International Circuit,2018-04-15,7
832,4,11,25,9,1.0,Shanghai International Circuit,2018-04-15,0
825,210,20,47,11,0.0,Shanghai International Circuit,2018-04-15,0
839,10,20,30,12,0.0,Shanghai International Circuit,2018-04-15,0
815,10,10,30,8,4.333333333333333,Shanghai International Circuit,2018-04-15,8
840,3,0,0,18,0.0,Shanghai International Circuit,2018-04-15,0
845,3,0,0,16,0.0,Shanghai International Circuit,2018-04-15,0
828,15,3,9,20,0.0,Shanghai International Circuit,2018-04-15,0
154,210,27,47,10,3.0,Shanghai International Circuit,2018-04-15,0
844,15,6,9,19,5.5,Shanghai International Circuit,2018-04-15,0
1,131,162,291,2,5.285714285714286,Baku City Circuit,2018-04-29,2
8,6,116,260,6,6.333333333333333,Baku City Circuit,2018-04-29,6
815,10,10,30,8,5.4,Baku City Circuit,2018-04-29,8
20,6,144,260,1,8.75,Baku City Circuit,2018-04-29,1
832,4,11,25,9,3.8,Baku City Circuit,2018-04-29,0
4,1,3,3,12,3.0,Baku City Circuit,2018-04-29,0
840,3,0,0,10,0.0,Baku City Circuit,2018-04-29,0
843,5,4,13,19,0.0,Baku City Circuit,2018-04-29,0
842,5,9,13,17,0.0,Baku City Circuit,2018-04-29,0
825,210,20,47,15,0.0,Baku City Circuit,2018-04-29,0
822,131,129,291,3,5.5,Baku City Circuit,2018-04-29,3
154,210,27,47,20,0.0,Baku City Circuit,2018-04-29,0
830,9,79,141,5,5.428571428571429,Baku City Circuit,2018-04-29,5
817,9,62,141,4,4.25,Baku City Circuit,2018-04-29,4
839,10,20,30,7,2.0,Baku City Circuit,2018-04-29,7
845,3,0,0,11,0.0,Baku City Circuit,2018-04-29,0
822,131,129,291,2,7.0,Circuit de Barcelona-Catalunya,2018-05-13,2
830,9,79,141,5,7.222222222222222,Circuit de Barcelona-Catalunya,2018-05-13,5
20,6,144,260,3,6.2727272727272725,Circuit de Barcelona-Catalunya,2018-05-13,3
817,9,62,141,6,4.333333333333333,Circuit de Barcelona-Catalunya,2018-05-13,6
825,210,20,47,7,0.0,Circuit de Barcelona-Catalunya,2018-05-13,7
832,4,11,25,9,4.285714285714286,Circuit de Barcelona-Catalunya,2018-05-13,0
4,1,3,3,8,6.461538461538462,Circuit de Barcelona-Catalunya,2018-05-13,8
815,10,10,30,15,2.142857142857143,Circuit de Barcelona-Catalunya,2018-05-13,0
844,15,6,9,14,5.6,Circuit de Barcelona-Catalunya,2018-05-13,0
